1273,2018-12-31 03:20:43,84,994192289653,218.99.136.57
1273,2018-12-31 04:01:04,132,93949913396,218.99.136.57
7345,2018-12-31 05:26:08,104,1690352797,63.81.174.152
1273,2018-12-31 05:27:09,196,93527155344,20.12.165.244
1273,2018-12-31 06:13:32,202,86320312604,218.99.136.57
1273,2018-12-31 12:21:25,240,86337415533,91.112.216.215
7232,2018-12-31 12:39:10,151,27103356699,37.35.105.218
7345,2018-12-31 13:26:57,9,39924462120,87.190.148.217
7232,2018-12-31 15:13:00,263,52810795470,145.81.57.99
1273,2018-12-31 15:29:48,122,86749522821,87.190.148.217
1273,2018-12-31 15:35:33,248,1768036761,91.112.216.215
1536,2018-12-31 17:12:24,191,52228169542,20.12.165.244
1536,2018-12-31 17:57:11,66,52955780322,63.81.174.152
7232,2018-12-31 18:13:59,212,590160505136,37.35.105.218
1536,2018-12-31 18:57:09,258,223254793372,116.52.75.78
1273,2018-12-31 19:14:43,218,359602775053,20.12.165.244
1536,2018-12-31 21:05:14,273,27633150618,37.35.105.218
